1	1	0	1.64181	6.13043e-07
1	10	0.2	11.4016	8.77073e-07
1	100	0.17	30.7795	3.24892e-06
1	1000	0.151	31.749	3.1502e-05
1	10000	0.1296	32.8282	0.000304633
1	100000	0.13044	32.5782	0.00306954
1	200000	0.1301	32.663	0.00612314
1	300000	0.13036	32.637	0.00919685
1	400000	0.13021	32.6135	0.0122702
1	500000	0.131364	31.6282	0.0158588
2	1	0	0.758694	1.38418e-06
2	10	0.1	4.55748	2.46312e-06
2	100	0.12	38.3856	2.61795e-06
2	1000	0.113	66.7646	1.5063e-05
2	10000	0.1312	65.1428	0.000164387
2	100000	0.13267	63.055	0.00159626
2	200000	0.130155	65.3996	0.00307583
2	300000	0.130133	65.2369	0.00459862
2	400000	0.130242	65.2913	0.00614358
2	500000	0.130974	65.2595	0.00766409
4	1	0	0.540519	2.14111e-06
4	10	0	4.81715	2.268e-06
4	100	0.16	34.0735	3.16906e-06
4	1000	0.14	105.163	9.79309e-06
4	10000	0.1285	126.17	8.39049e-05
4	100000	0.13219	125.614	0.000797865
4	200000	0.131505	126.375	0.00158775
4	300000	0.131337	126.194	0.00237909
4	400000	0.131268	126.088	0.00319218
4	500000	0.131088	126.48	0.00395424
8	1	0	0.33888	2.95811e-06
8	10	0.2	3.10263	3.98792e-06
8	100	0.18	20.1	4.97513e-06
8	1000	0.127	104.123	9.79309e-06
8	10000	0.1355	159.333	6.34012e-05
8	100000	0.13087	168.033	0.00060042
8	200000	0.130415	169.037	0.00118335
8	300000	0.13026	170.244	0.00176826
8	400000	0.13064	169.232	0.00236799
8	500000	0.13092	172.64	0.0028962
