1	65714.625000
2	56250.328125
3	74983.210938
4	69584.835938
5	72806.500000
6	68814.867188
7	64611.359375
8	50654.968750
9	66498.109375
10	54632.527344
11	57564.246094
12	53866.500000
13	51864.105469
14	57209.019531
15	38789.753906
16	70471.023438
17	57994.972656
18	47065.925781
19	37750.050781
20	50747.722656
21	48696.187500
22	41677.648438
23	37895.285156
24	38128.808594
25	28219.003906
26	34063.554688
27	36536.289062
28	27512.652344
29	15850.143555
30	19402.773438
31	35640.226562
32	24682.271484
33	6223.584473
34	20497.761719
35	18956.373047
36	14502.793945
37	12769.605469
38	-3909.824219
39	-2955.863037
40	5549.260254
41	10131.551758
42	-12152.876953
43	-3002.199707
44	-6831.824707
45	-14181.623047
46	-11679.469727
47	-12393.572266
48	-20087.070312
49	-17155.923828
50	-24140.863281
51	-32104.062500
52	-32835.625000
53	-41169.765625
54	-36128.437500
55	-40986.070312
56	-30000.527344
57	-35843.429688
58	-47834.429688
59	-54251.210938
60	-39240.777344
61	-52322.562500
62	-52299.093750
63	-62629.062500
64	-46070.375000
65	-48190.195312
66	-56357.289062
67	-47569.703125
68	-50194.808594
69	-58208.687500
70	-57033.421875
71	-63793.867188
72	-69904.375000
73	-62870.187500
74	-58715.546875
75	-57681.992188
76	-67855.460938
77	-57008.093750
78	-61617.082031
79	-66365.210938
80	-69078.359375
81	-58680.277344
82	-77704.335938
83	-66296.195312
84	-54655.199219
85	-58983.980469
86	-67470.726562
87	-61202.085938
88	-59452.136719
89	-54489.421875
90	-54099.472656
91	-54524.449219
92	-46528.093750
93	-52643.070312
94	-49664.835938
95	-54749.992188
96	-46755.269531
97	-46317.832031
98	-47863.792969
99	-47151.281250
100	-52662.816406
101	-35396.039062
102	-44594.640625
103	-45517.023438
104	-48238.593750
105	-15095.610352
106	-28934.664062
107	-36614.984375
108	-21613.029297
109	-35151.851562
110	-26882.248047
111	-32267.253906
112	-14164.611328
113	-19345.570312
114	-15551.320312
115	-3350.635986
116	-4344.021484
117	-7645.090332
118	-7825.709961
119	-5308.753906
120	1908.216187
121	4165.875488
122	-5836.265625
123	-210.053406
124	11513.394531
125	8367.125000
126	18090.996094
127	7452.285645
128	17892.189453
129	20538.546875
130	26271.224609
131	18153.542969
132	27196.390625
133	33308.039062
134	32197.203125
135	37149.171875
136	40179.761719
137	41428.882812
138	44684.625000
139	53033.042969
140	56462.371094
141	45851.945312
142	49740.113281
143	45105.781250
144	45080.738281
145	42886.785156
146	52269.632812
147	55465.914062
148	54043.031250
149	59130.335938
150	55174.996094
151	51211.230469
152	67531.046875
153	53620.542969
154	59626.859375
155	62428.621094
156	65096.753906
157	63746.632812
158	64768.300781
159	63764.472656
160	51932.363281
161	63949.867188
162	73140.320312
163	73317.476562
164	64818.625000
165	58976.382812
166	59085.625000
167	66363.015625
168	63001.949219
169	54820.570312
170	54138.625000
171	46423.253906
172	52582.757812
173	50320.777344
174	50703.207031
175	58188.898438
176	61541.476562
177	47194.011719
178	55805.433594
179	49218.078125
180	51835.226562
181	41696.363281
182	43158.898438
183	48874.609375
184	44890.250000
185	32350.996094
186	22620.671875
187	26369.609375
188	15654.822266
189	23584.625000
190	23917.939453
191	20732.208984
192	19545.187500
193	677.440674
194	18642.894531
195	16073.109375
